城市,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa)
七台河,138.9934328358209,175.59686567164178,9.035820895522388,21.382985074626866,1.0305970149253731,43.483880597014924,2.185223880597015,0.9062686567164179,257.30791044776123,59.975671641791045,99463.77298507463
三亚,22.658235294117645,37.938235294117646,12.261176470588236,8.965294117647058,0.5288235294117647,47.76852941176471,-6.109411764705882,-8.11735294117647,290.93382352941177,77.65029411764706,99095.23235294118
三明,15.371142857142857,25.086095238095236,9.001333333333333,16.35609523809524,0.7642857142857142,18.614666666666665,-0.4012380952380953,-4.828952380952381,277.40085714285715,79.20542857142857,96437.3560952381
三门峡,32.189,54.78028571428571,17.221285714285713,28.85257142857143,0.6697142857142857,34.99814285714285,2.4,-0.5928571428571429,269.4957142857143,20.836285714285715,93218.23842857144
上海,66.31296296296297,83.63111111111111,15.020000000000001,47.211481481481485,0.995925925925926,29.124814814814815,5.056666666666667,-7.48,278.83740740740745,77.32962962962964,103129.00444444445
上饶,41.07,49.89729166666667,8.745416666666666,25.131041666666665,0.8835416666666668,19.614791666666665,-2.1983333333333333,-3.7097916666666664,275.866875,68.52166666666666,99919.00666666667
东莞,21.85782608695652,30.29,7.972608695652174,23.215652173913046,0.803913043478261,19.653913043478262,-4.335652173913044,-8.461304347826088,283.17,60.34739130434782,101278.14217391305
东营,43.779117647058825,74.2164705882353,26.318823529411766,46.97147058823529,0.8314705882352941,24.068529411764708,5.449411764705882,0.02470588235294117,271.34294117647056,27.21941176470588,103367.70911764706
中卫,41.63476635514019,66.95607476635514,18.111682242990653,32.91420560747664,0.7123364485981308,26.846728971962616,-1.6140186915887849,0.9314018691588785,266.3756074766355,42.793644859813085,85489.34878504674
中山,26.376666666666665,39.845555555555556,8.77888888888889,33.940000000000005,0.8555555555555556,10.734444444444444,-2.68,-9.351111111111111,284.88666666666666,61.14,102426.05555555556
临夏回族自治州,68.20479999999999,103.831,13.5184,27.726999999999997,1.3204,48.5736,-0.5078,0.0664,267.078,64.3234,75350.3458
临汾,48.112117647058824,77.12658823529412,39.3695294117647,37.168588235294116,1.5265882352941176,31.815058823529416,1.8071764705882354,-1.603529411764706,266.87152941176475,23.54141176470588,91160.9154117647
临沂,59.00942307692307,116.27134615384615,25.241923076923076,49.38192307692308,0.9924999999999999,25.247692307692304,2.381730769230769,-2.8325,270.8192307692308,38.37423076923077,101934.3398076923
临沧,23.860916666666665,31.254166666666666,8.3795,4.11875,0.4405833333333333,47.881416666666674,-0.7433333333333334,3.635083333333333,285.72375,91.80608333333333,84512.398
丹东,38.7959649122807,58.68333333333333,18.138070175438596,31.147192982456144,0.8642105263157894,28.203508771929823,0.7105263157894737,-1.5568421052631578,264.7056140350877,47.828421052631576,100799.47280701755
丽水,35.572203389830506,47.853389830508476,8.138474576271186,25.7264406779661,0.8130508474576271,25.523898305084746,-0.6028813559322034,-5.862711864406779,273.97101694915256,80.34661016949153,95825.79779661018
丽江,10.604491525423729,15.00135593220339,3.93635593220339,5.053728813559323,0.4148305084745763,70.0572033898305,6.111864406779661,2.459237288135593,277.0977966101695,70.89584745762711,73377.16550847457
乌兰察布,10.201760299625468,17.645842696629213,7.670486891385767,9.112621722846443,0.3795505617977528,45.01501872659176,7.75438202247191,-0.8527340823970038,260.7671535580524,47.5087265917603,87480.20127340824
乌海,15.099545454545455,30.134155844155842,16.10168831168831,18.564545454545456,0.485974025974026,43.74448051948052,2.5098051948051947,0.6151948051948052,263.44305194805196,31.825389610389607,88380.23577922078
乌鲁木齐,36.22984210526316,49.41357894736842,4.248684210526315,21.812368421052632,0.6586315789473685,58.52636842105263,1.498157894736842,0.4926842105263158,263.9773157894737,49.48752631578947,83130.89163157895
乐山,63.07206896551724,79.45879310344827,12.067758620689654,17.118275862068966,0.6689655172413793,36.22620689655172,-0.4372413793103449,-0.15534482758620685,274.81844827586207,70.51103448275862,90129.93603448276
九江,88.56774193548387,105.68306451612904,12.90241935483871,25.92806451612903,0.9719354838709677,43.01209677419355,-2.870967741935484,-5.3630645161290325,275.99129032258065,57.53,102223.60241935484
云浮,26.56568181818182,37.56795454545455,9.387954545454546,18.548863636363635,0.7484090909090909,23.09568181818182,-3.3100000000000005,-6.473863636363637,281.9261363636364,66.18363636363637,100294.93045454547
五指山,27.303139534883723,43.45046511627907,14.959418604651162,10.607209302325582,0.582093023255814,37.728488372093025,-4.269302325581395,-6.712209302325581,289.3703488372093,86.12779069767441,99592.68325581396
亳州,78.58083333333333,119.45861111111111,12.471388888888889,51.44694444444444,0.9408333333333333,31.93361111111111,0.7747222222222222,-2.5408333333333335,271.9241666666667,32.17944444444444,103373.91083333333
仙桃,80.48586206896552,120.58413793103449,17.449310344827584,43.37413793103448,1.2675862068965515,34.255172413793105,-1.9613793103448276,-3.754137931034483,275.29758620689654,27.475862068965515,103077.06448275862
伊春,49.53038834951457,65.48247572815534,9.968252427184467,15.038932038834952,0.7266019417475729,36.96097087378641,2.826019417475728,1.0834466019417475,254.86082524271845,63.27053398058252,97573.01111650484
伊犁哈萨克自治州,13.372282608695652,17.665108695652176,4.569347826086957,6.771902173913043,0.6071195652173913,60.92788043478261,0.21608695652173915,1.748913043478261,269.19858695652175,49.41608695652174,82263.48239130435
佛山,26.083999999999996,36.0835,7.798,28.131,0.8109999999999999,12.697,-3.3634999999999997,-9.6715,282.948,60.290499999999994,102464.816
佳木斯,185.54638888888888,242.14472222222219,10.157222222222222,25.41444444444444,1.1830555555555557,36.05555555555556,2.870277777777778,1.296111111111111,255.9597222222222,66.76472222222223,101458.11027777779
保定,70.79825396825397,109.41380952380952,23.302857142857142,49.593333333333334,1.223015873015873,22.877777777777776,2.841111111111111,1.169047619047619,269.5934920634921,20.315238095238094,100798.19079365079
保山,20.57475,32.032625,5.806,7.1678749999999996,0.4605,49.04325,2.098125,1.14675,283.7155,86.384625,81974.00375
信阳,107.6652,153.36133333333333,16.09,47.059466666666665,1.1364,36.3936,-1.7712,-3.513066666666667,272.4072,38.9412,102209.27799999999
克拉玛依,28.297605633802814,39.508838028169016,3.1619718309859155,10.849330985915493,0.473169014084507,58.515176056338035,-0.1392957746478873,-0.2769014084507042,263.6995070422535,54.08028169014084,92802.45288732395
六安,114.96261538461538,154.98723076923076,15.751846153846154,57.579692307692305,1.012,42.654923076923076,0.4307692307692308,-2.584,272.0649230769231,48.02307692307692,101434.57184615385
六盘水,28.084722222222222,45.30875,13.436388888888889,16.687083333333334,0.7308333333333333,27.764305555555556,-1.20375,2.589583333333333,272.53083333333336,92.06208333333333,82289.51694444445
兰州,59.348571428571425,97.01232142857143,21.128035714285716,44.05017857142857,1.2858928571428572,39.12357142857143,-0.16,-0.8214285714285714,267.33232142857145,54.76696428571428,79312.47892857144
兴义,31.247281553398057,48.89699029126214,13.679514563106796,8.948932038834952,0.6113592233009708,41.10174757281553,-2.0093203883495145,-1.425145631067961,275.5680582524272,70.18553398058252,89806.55825242719
兴安盟,6.631587301587301,8.81931216931217,3.1241005291005295,3.2208994708994707,0.25947089947089946,42.53034391534391,5.183941798941799,-1.8641798941798942,257.1803703703703,67.60769841269841,93926.95648148148
内江,50.76774193548387,72.59612903225806,10.823225806451612,29.453548387096774,0.7716129032258066,25.17806451612903,-1.6212903225806452,0.24193548387096775,279.57451612903225,47.93032258064516,97845.79741935484
凉山彝族自治州,21.22022857142857,30.398914285714287,9.9808,8.134342857142856,0.5512571428571429,60.433885714285715,3.166742857142857,4.135828571428571,275.42594285714284,73.038,74047.78988571429
包头,12.919272727272727,20.560181818181817,10.808545454545454,14.453272727272726,0.46649999999999997,42.64481818181819,5.631636363636364,-0.3638181818181819,261.2652727272727,37.876409090909085,87484.96686363636
北京,19.326923076923077,35.22076923076923,7.557211538461539,24.859903846153845,0.48846153846153845,35.99240384615385,5.208557692307693,-1.9235576923076922,266.5642307692308,33.1425,95414.71836538463
北海,31.838260869565215,39.364347826086956,13.557391304347826,12.308695652173913,0.9091304347826087,35.98869565217392,-3.292608695652174,-9.929130434782609,283.235652173913,60.61608695652174,102094.36565217392
十堰,45.291382113821136,71.03357723577236,14.733333333333334,22.335447154471545,0.6438211382113821,43.534390243902436,-1.1778861788617885,-0.0167479674796748,271.8017073170732,31.621219512195122,94127.25390243903
南京,85.07,115.515,15.34909090909091,49.75727272727273,1.0836363636363637,32.40681818181818,1.9663636363636363,-5.274545454545454,274.34181818181816,52.530454545454546,103306.10545454545
南充,61.960249999999995,90.43975,10.93825,30.630000000000003,0.86575,32.04625,-2.8825,0.06299999999999999,278.515,53.1985,98433.87975
南宁,32.96142857142858,39.2575,9.692380952380953,12.883928571428571,0.7323809523809525,38.886785714285715,-2.7875,-8.487738095238095,280.3504761904762,56.46714285714285,100567.90952380953
南平,20.2353125,28.280833333333334,9.272916666666667,17.844270833333333,0.7054166666666667,21.139791666666667,-0.6141666666666666,-5.0,277.70916666666665,67.98802083333334,97479.885625
南昌,73.20555555555555,93.3788888888889,11.225370370370369,25.404074074074074,0.9685185185185184,35.489444444444445,-2.7246296296296295,-6.535740740740741,278.04981481481485,64.74685185185184,102751.115
南通,67.03578947368422,85.5178947368421,15.866315789473683,29.261578947368424,0.8863157894736842,46.014736842105265,5.229210526315789,-6.712894736842105,277.48,72.01815789473685,103213.36342105264
南阳,65.74578313253012,102.14265060240965,14.674337349397591,40.27457831325301,0.9246987951807228,27.954578313253013,-0.0442168674698795,0.041927710843373496,272.43626506024094,25.820120481927713,100018.03554216868
博尔塔拉蒙古自治州,20.62639097744361,33.64744360902255,5.944586466165413,7.122481203007519,0.5387218045112783,57.88082706766917,0.8223308270676692,1.070451127819549,265.4715789473684,63.46308270676692,86785.18654135338
厦门,19.11310344827586,30.288275862068964,9.096206896551724,18.55,0.6268965517241379,28.023793103448277,-1.84,-7.932758620689656,285.46275862068967,68.18206896551725,98978.05379310345
双鸭山,73.32633064516129,96.75141129032258,8.152701612903225,15.831209677419354,0.5777822580645161,35.98641129032258,2.9725806451612904,0.4975403225806452,256.2112903225806,67.26774193548388,101468.96302419354
台州,56.65416666666667,76.57208333333334,11.281458333333333,31.50208333333333,0.901875,29.282708333333332,3.4633333333333334,-8.37,277.7916666666667,76.97166666666666,100057.94937500001
合肥,127.83228571428572,156.67057142857144,16.378285714285713,64.05885714285714,1.1542857142857141,35.42,0.9682857142857143,-4.561999999999999,273.49857142857144,40.190285714285714,103156.84114285714
吉安,49.60222222222222,68.284,13.383888888888889,23.06088888888889,0.9773333333333334,27.10522222222222,-1.7525555555555554,-6.376888888888889,277.2358888888889,76.9481111111111,100227.91977777777
吉林,43.470880503144656,59.84805031446541,13.05943396226415,19.837924528301887,0.6396855345911949,42.5022641509434,2.3047798742138363,2.9044654088050317,259.44528301886794,61.32534591194968,97542.15018867925
吐鲁番地区,6.518708920187793,11.940363849765259,1.8197652582159625,2.1821478873239437,0.2847417840375587,61.309119718309866,-0.6678873239436619,0.7678051643192487,265.56795774647884,38.46524647887324,87108.90902582159
吕梁,40.32442105263158,79.5502105263158,35.76852631578948,30.827473684210528,1.1186315789473684,34.90473684210526,2.047263157894737,-1.2723157894736843,264.028,27.658736842105263,88771.29189473685
吴忠,30.561636363636364,48.86000000000001,15.069636363636365,20.145363636363633,0.5752727272727273,30.658272727272728,-0.3092727272727273,1.6874545454545455,266.0486363636364,45.10672727272727,86141.89481818181
周口,103.2245652173913,152.02804347826086,16.624782608695654,46.06434782608696,1.1932608695652174,32.454565217391306,0.5510869565217391,-0.39499999999999996,272.370652173913,29.98913043478261,103132.7458695652
呼伦贝尔,4.098832020997375,5.189291338582676,4.328700787401575,3.8306036745406824,0.2123490813648294,42.57274278215223,2.851587926509186,-0.17423884514435697,252.3601968503937,78.12535433070866,92948.16240157481
呼和浩特,24.540847457627116,43.515480225988696,17.56237288135593,26.128022598870057,0.6871186440677967,35.80305084745763,5.226610169491526,0.987005649717514,261.1094350282486,45.05638418079096,87723.95536723164
和田地区,6.5878852459016395,13.112770491803278,1.310844262295082,1.3289590163934426,0.1934262295081967,60.63768852459016,2.3434918032786887,0.6395573770491804,260.9344262295082,48.60283606557377,70468.85711475411
咸宁,97.89394366197183,123.51112676056339,14.71380281690141,35.41661971830986,1.2512676056338028,32.39338028169014,-1.8574647887323943,-4.646197183098591,274.9545070422535,52.31197183098592,101143.09563380282
咸阳,56.29163265306122,90.05795918367347,15.508367346938774,45.20612244897959,0.8614285714285714,28.978775510204084,-1.5026530612244897,0.3795918367346938,269.51081632653063,26.090204081632656,91817.4806122449
哈密地区,2.9263614457831326,2.86244578313253,1.1796024096385542,1.7977469879518073,0.23001204819277107,61.10361445783133,0.04916867469879518,1.4383253012048192,264.8249277108434,33.26834939759036,88290.75473493976
哈尔滨,104.71729166666667,120.52630208333333,14.261249999999999,30.217708333333334,0.9920833333333333,39.739687499999995,1.0052083333333333,2.427916666666667,258.81432291666664,55.06041666666667,99842.53984375
唐山,56.56568965517241,100.27120689655172,20.926379310344828,56.180862068965524,0.9901724137931034,13.133793103448276,4.280862068965517,-0.48224137931034483,268.84689655172417,28.180172413793105,102346.27948275862
商丘,91.24978260869565,130.42739130434782,14.00891304347826,48.000652173913046,0.9993478260869565,30.321304347826086,1.2678260869565217,-0.6076086956521739,271.805,25.825652173913046,103167.38630434782
商洛,32.41472972972973,51.38054054054054,9.459864864864864,19.326486486486488,0.5483783783783783,42.078783783783784,-0.22675675675675677,0.17486486486486486,269.502972972973,23.56972972972973,90599.40594594595
喀什地区,12.3272030651341,21.192298850574712,2.5335249042145596,2.383544061302682,0.26455938697318004,56.040689655172415,1.8822413793103447,1.3504789272030653,263.24992337164747,49.00639846743295,74790.0761111111
嘉兴,82.47695652173913,105.40826086956521,15.211739130434783,52.04521739130435,1.1408695652173912,24.711739130434783,3.6552173913043475,-7.32391304347826,278.14130434782606,74.72130434782608,103190.43391304348
嘉峪关,6.238878048780488,11.036341463414633,2.6727804878048778,5.228804878048781,0.2533170731707317,61.2239756097561,0.5005609756097561,0.3504634146341463,260.7231463414634,45.31048780487804,82805.66851219513
四平,33.48428571428571,50.42178571428572,12.045833333333334,20.352261904761903,0.5970238095238095,29.822023809523813,2.6878571428571427,2.7703571428571427,260.8532142857143,44.440714285714286,100737.36821428571
固原,43.832875,83.94925,16.343375,24.896875,0.8240000000000001,37.3545,-0.024125,3.921125,266.71387500000003,49.3305,81904.453125
