城市,PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米), U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa)
七台河,23.908805970149256,43.394477611940296,4.379701492537313,11.381044776119403,0.4637313432835821,43.928656716417905,5.7389552238805965,-0.9104477611940298,255.37701492537312,62.727164179104484,100252.846119403
三亚,15.25470588235294,26.563823529411764,7.748235294117647,8.135,0.35558823529411765,46.62470588235294,-7.635882352941176,-4.7614705882352935,294.8338235294118,79.75117647058823,98732.05352941176
三明,12.283523809523809,22.00695238095238,10.558095238095238,11.37752380952381,0.5139047619047619,24.846476190476192,-0.696952380952381,-2.8793333333333333,282.7895238095238,86.84799999999998,96058.89647619048
三门峡,101.259,133.63585714285713,20.313714285714287,37.333571428571425,1.1577142857142857,16.148714285714288,0.010142857142857136,0.6422857142857143,268.216,47.484,92853.103
上海,8.898148148148149,14.425185185185185,4.4185185185185185,21.264074074074074,0.42037037037037034,55.40518518518519,-6.333333333333333,-5.026666666666666,284.00888888888886,85.44740740740741,102735.85814814815
上饶,13.810833333333333,20.132916666666667,6.355416666666667,20.75583333333333,0.6835416666666667,14.62,-1.3399999999999999,-2.1616666666666666,279.315625,90.13437499999999,99438.03770833333
东莞,13.320434782608697,22.60739130434783,6.98304347826087,21.79173913043478,0.6452173913043479,15.773913043478261,-4.0486956521739135,-5.545217391304348,287.23434782608695,71.68565217391304,100866.66173913045
东营,72.06529411764707,101.29470588235294,21.171176470588236,55.002941176470586,1.0388235294117647,22.39323529411765,0.32176470588235295,-0.2882352941176471,270.6655882352941,28.836764705882356,103432.02764705883
中卫,21.61392523364486,40.23299065420561,8.482523364485981,8.496728971962616,0.388411214953271,42.435140186915895,2.0201869158878503,-3.2170093457943927,265.22093457943924,46.45177570093458,85440.6593457944
中山,20.332222222222224,34.343333333333334,5.788888888888889,33.95666666666667,0.81,6.954444444444444,-2.43,-6.221111111111111,287.94888888888886,73.08555555555556,102005.80222222222
临夏回族自治州,52.653800000000004,80.0694,14.882200000000001,19.4204,0.9986,48.895,0.17299999999999996,-1.425,264.7942,64.43440000000001,75228.1822
临汾,98.28294117647059,140.62564705882355,42.79529411764706,47.9804705882353,1.9844705882352942,13.736941176470589,0.648235294117647,1.1781176470588235,268.2707058823529,48.839999999999996,90819.79764705882
临沂,59.089807692307694,105.99365384615385,13.739038461538463,46.20653846153846,0.8925,25.753076923076925,-1.8588461538461538,-4.726538461538461,271.3715384615385,59.25,101754.04576923077
临沧,24.654999999999998,30.97758333333333,8.782083333333333,4.602583333333333,0.5075833333333334,48.06541666666667,2.1750833333333333,2.118666666666667,286.23725,84.36283333333334,84384.93566666666
丹东,45.61842105263158,59.09017543859649,12.51280701754386,28.46701754385965,1.006842105263158,29.588421052631578,-2.4629824561403506,-3.227719298245614,266.2278947368421,48.575087719298246,101381.27561403508
丽水,14.88135593220339,22.341525423728815,5.839152542372881,22.532881355932204,0.6657627118644068,15.303220338983051,-0.9984745762711865,-1.617457627118644,278.60118644067796,96.43338983050847,95487.69898305085
丽江,6.776949152542373,10.333983050847458,2.790508474576271,4.580338983050847,0.3745762711864407,71.32864406779662,8.009661016949153,2.3151694915254235,277.405593220339,47.81618644067797,73211.4116101695
乌兰察布,31.53378277153558,47.025056179775284,18.609250936329587,17.06580524344569,0.6065543071161048,30.390299625468163,3.5878277153558056,0.007602996254681651,259.0255056179775,53.42318352059925,87424.90576779026
乌海,11.589740259740259,23.06285714285714,7.5892207792207795,9.000844155844156,0.3215584415584416,40.6211038961039,3.236038961038961,-3.561038961038961,260.6838961038961,40.53474025974026,88267.0214935065
乌鲁木齐,27.246842105263156,41.84136842105263,3.6874736842105262,17.14215789473684,0.6041052631578947,61.45210526315789,1.0295789473684211,0.9977894736842106,262.65357894736843,45.41773684210527,83085.87147368421
乐山,35.454655172413794,45.054310344827584,8.325689655172413,14.525172413793104,0.6937931034482759,22.021724137931034,0.44017241379310346,-2.3527586206896554,274.51724137931035,75.5855172413793,89721.95982758621
九江,26.056451612903224,34.028387096774196,10.086774193548386,23.63822580645161,0.7858064516129032,14.807419354838709,-1.2903225806451613,-4.742258064516129,276.8261290322581,89.54354838709678,101716.07274193548
云浮,15.356818181818182,25.45090909090909,10.144090909090908,15.606136363636363,0.6456818181818181,13.373181818181818,-2.865681818181818,-3.6202272727272726,285.47727272727275,76.42727272727274,99866.63568181818
五指山,18.415116279069768,31.780697674418604,10.123372093023256,13.688372093023256,0.45848837209302323,29.774767441860465,-6.186627906976744,-4.300348837209302,293.0063953488372,90.17313953488373,99190.87093023256
亳州,63.80472222222222,92.13888888888889,10.728055555555555,44.98972222222223,0.7986111111111112,14.32611111111111,-2.491388888888889,-3.761388888888889,272.88416666666666,65.91527777777777,102997.64638888888
仙桃,64.11689655172414,85.9496551724138,10.79103448275862,25.11413793103448,0.8579310344827585,20.451724137931034,-1.520344827586207,-4.051724137931035,274.9541379310345,52.94862068965517,102582.81000000001
伊春,5.2942718446601935,6.604271844660194,1.9933009708737863,3.6683495145631064,0.27121359223300967,49.46291262135922,4.488446601941748,-1.6946601941747574,251.31635922330096,71.33266990291263,98389.09466019417
伊犁哈萨克自治州,17.402391304347827,24.917499999999997,5.769021739130435,10.982119565217392,1.0657608695652174,57.180217391304346,-0.9333695652173913,1.5296739130434782,271.4411413043478,52.57576086956522,81968.31597826087
佛山,17.684,30.4115,8.092,26.613,0.729,7.1530000000000005,-2.242,-7.0235,286.534,69.813,102004.19499999999
佳木斯,14.375833333333333,24.23166666666667,4.280555555555555,9.953888888888889,0.39166666666666666,47.343333333333334,5.525,-0.7152777777777778,253.7502777777778,64.0525,102235.90694444445
保定,88.96761904761905,131.21380952380952,26.38888888888889,62.62968253968254,1.3792063492063493,13.296666666666667,-0.6080952380952381,-0.660952380952381,266.9584126984127,20.804126984126984,100957.04444444444
保山,16.214125000000003,28.733625,6.197625,7.780625000000001,0.43162500000000004,52.13525,2.800125,1.6006250000000002,283.00075000000004,81.525,81863.6215
信阳,58.39946666666667,79.702,11.189466666666668,31.488,0.7629333333333334,20.2832,-3.0648,-3.529866666666667,273.27306666666664,74.90573333333333,101744.74586666668
克拉玛依,25.190105633802816,34.213239436619716,3.091654929577465,10.749577464788732,0.575774647887324,55.49161971830986,-1.2321126760563381,-0.8379225352112676,262.727323943662,48.731725352112676,92846.92242957746
六安,39.31569230769231,49.26184615384615,8.552,36.726,0.6027692307692307,26.062923076923077,-0.9495384615384616,-1.418,273.14230769230767,91.50538461538463,100968.0933846154
六盘水,13.918055555555556,22.531666666666666,9.623888888888889,10.108194444444443,0.5769444444444445,39.81027777777778,4.288055555555555,4.264861111111111,281.87708333333336,75.92347222222222,81836.84319444445
兰州,38.688750000000006,65.12107142857143,14.59625,19.935535714285717,0.7526785714285714,45.65446428571429,-1.5525,-1.2923214285714286,264.59267857142856,55.07125,79225.66267857143
兴义,16.11728155339806,25.281941747572816,8.41349514563107,4.898252427184466,0.4963106796116505,30.30611650485437,-0.9803883495145631,3.366990291262136,280.6228155339806,91.57621359223302,89213.26631067961
兴安盟,12.182671957671959,15.860158730158732,6.357830687830688,6.02589947089947,0.37084656084656087,47.91857142857143,0.8020370370370371,-1.207962962962963,255.8174338624339,51.92608465608466,94947.51753968255
内江,39.3941935483871,50.306774193548385,7.525483870967742,20.36,0.7074193548387097,14.786774193548387,-2.4535483870967743,-3.2438709677419357,278.8790322580645,56.9141935483871,97371.58193548387
凉山彝族自治州,8.125657142857143,12.083771428571428,5.070228571428571,5.546114285714286,0.4265714285714286,69.6152,8.520057142857143,4.981257142857143,278.71742857142857,38.798857142857145,73785.93782857142
包头,21.39077272727273,33.418727272727274,9.277772727272726,12.214,0.4213636363636364,38.81772727272727,3.8224545454545455,-1.6803636363636365,258.42122727272726,45.20281818181819,87321.55913636365
北京,53.792211538461544,78.46894230769232,14.092692307692309,42.12548076923077,0.8642307692307691,17.152788461538464,0.09586538461538462,0.14259615384615384,264.24192307692306,32.25115384615385,95644.71067307693
北海,16.36,23.24304347826087,13.241304347826087,12.224782608695653,1.0343478260869565,19.059565217391306,-3.4726086956521742,-6.735217391304348,287.5682608695652,73.93391304347826,101598.37956521739
十堰,65.18577235772358,92.4690243902439,15.850081300813008,21.03260162601626,0.7357723577235772,27.58439024390244,-1.7421138211382114,-0.6934959349593496,269.9795934959349,53.01024390243903,93732.21211382114
